sport_event_id,sport_event,event,sport,sport_id,weight_category_sport,season,collective_sport,gender_category
1,"Athletics,100 metres, Men","100 metres, Men",Athletics,1,False,Summer,False,Men
2,"Athletics,400 metres, Men","400 metres, Men",Athletics,1,False,Summer,False,Men
3,"Athletics,800 metres, Men","800 metres, Men",Athletics,1,False,Summer,False,Men
4,"Athletics,1,500 metres, Men","1,500 metres, Men",Athletics,1,False,Summer,False,Men
5,"Athletics,5 miles, Men","5 miles, Men",Athletics,1,False,Summer,False,Men
6,"Athletics,Marathon, Men","Marathon, Men",Athletics,1,False,Summer,False,Men
7,"Athletics,110 metres Hurdles, Men","110 metres Hurdles, Men",Athletics,1,False,Summer,False,Men
8,"Athletics,400 metres Hurdles, Men","400 metres Hurdles, Men",Athletics,1,False,Summer,False,Men
9,"Athletics,3,200 metres Steeplechase, Men","3,200 metres Steeplechase, Men",Athletics,1,False,Summer,False,Men
10,"Athletics,3,500 metres Race Walk, Men","3,500 metres Race Walk, Men",Athletics,1,False,Summer,False,Men
11,"Athletics,10 miles Race Walk, Men","10 miles Race Walk, Men",Athletics,1,False,Summer,False,Men
12,"Athletics,Standing High Jump, Men","Standing High Jump, Men",Athletics,1,False,Summer,False,Men
13,"Athletics,Long Jump, Men","Long Jump, Men",Athletics,1,False,Summer,False,Men
14,"Athletics,Standing Long Jump, Men","Standing Long Jump, Men",Athletics,1,False,Summer,False,Men
15,"Athletics,Triple Jump, Men","Triple Jump, Men",Athletics,1,False,Summer,False,Men
16,"Boxing,Lightweight, Men","Lightweight, Men",Boxing,2,True,Summer,False,Men
17,"Boxing,Middleweight, Men","Middleweight, Men",Boxing,2,True,Summer,False,Men
18,"Diving,Springboard, Men","Springboard, Men",Diving,3,False,Summer,False,Men
19,"Rugby,Rugby, Men","Rugby, Men",Rugby,4,False,Summer,True,Men
20,"Shooting,Small-Bore Rifle, Prone, 50 and 100 yards, Men","Small-Bore Rifle, Prone, 50 and 100 yards, Men",Shooting,5,False,Summer,False,Men
21,"Shooting,Small-Bore Rifle, Disappearing Target, 25 yards, Men","Small-Bore Rifle, Disappearing Target, 25 yards, Men",Shooting,5,False,Summer,False,Men
22,"Shooting,Small-Bore Rifle, Moving Target, 25 yards, Men","Small-Bore Rifle, Moving Target, 25 yards, Men",Shooting,5,False,Summer,False,Men
23,"Swimming,100 metres Freestyle, Men","100 metres Freestyle, Men",Swimming,6,False,Summer,False,Men
24,"Swimming,400 metres Freestyle, Men","400 metres Freestyle, Men",Swimming,6,False,Summer,False,Men
25,"Swimming,1,500 metres Freestyle, Men","1,500 metres Freestyle, Men",Swimming,6,False,Summer,False,Men
26,"Swimming,4 × 200 metres Freestyle Relay, Men","4 × 200 metres Freestyle Relay, Men",Swimming,6,False,Summer,True,Men
27,"Swimming,100 metres Backstroke, Men","100 metres Backstroke, Men",Swimming,6,False,Summer,False,Men
28,"Swimming,200 metres Breaststroke, Men","200 metres Breaststroke, Men",Swimming,6,False,Summer,False,Men
29,"Athletics,200 metres, Men","200 metres, Men",Athletics,1,False,Summer,False,Men
30,"Athletics,5,000 metres, Men","5,000 metres, Men",Athletics,1,False,Summer,False,Men
31,"Athletics,10,000 metres, Men","10,000 metres, Men",Athletics,1,False,Summer,False,Men
32,"Athletics,10 kilometres Race Walk, Men","10 kilometres Race Walk, Men",Athletics,1,False,Summer,False,Men
33,"Athletics,Cross-Country, Individual, Men","Cross-Country, Individual, Men",Athletics,1,False,Summer,False,Men
34,"Rowing,Single Sculls, Men","Single Sculls, Men",Rowing,7,False,Summer,False,Men
35,"Rowing,Eights, Men","Eights, Men",Rowing,7,False,Summer,True,Men
36,"Swimming,400 metres Breaststroke, Men","400 metres Breaststroke, Men",Swimming,6,False,Summer,False,Men
37,"Swimming,100 metres Freestyle, Women","100 metres Freestyle, Women",Swimming,6,False,Summer,False,Women
38,"Tennis,Singles, Covered Courts, Men","Singles, Covered Courts, Men",Tennis,8,False,Summer,False,Men
39,"Artistic Gymnastics,Individual All-Around, Men","Individual All-Around, Men",Artistic Gymnastics,9,False,Summer,False,Men
40,"Athletics,Standing Triple Jump, Men","Standing Triple Jump, Men",Athletics,1,False,Summer,False,Men
41,"Athletics,Discus Throw, Men","Discus Throw, Men",Athletics,1,False,Summer,False,Men
42,"Cycling Track,Sprint, Men","Sprint, Men",Cycling Track,10,False,Summer,False,Men
43,"Cycling Track,Sprint, Professionals, Men","Sprint, Professionals, Men",Cycling Track,10,False,Summer,False,Men
44,"Cycling Track,Tandem Sprint, Professionals, Men","Tandem Sprint, Professionals, Men",Cycling Track,10,False,Summer,True,Men
45,"Cycling Track,Points Race, Professionals, Men","Points Race, Professionals, Men",Cycling Track,10,False,Summer,False,Men
46,"Cycling Track,3,000 metres, Handicap, Professionals, Men","3,000 metres, Handicap, Professionals, Men",Cycling Track,10,False,Summer,False,Men
47,"Tennis,Singles, Women","Singles, Women",Tennis,8,False,Summer,False,Women
48,"Tennis,Singles, Handicap, Women","Singles, Handicap, Women",Tennis,8,False,Summer,False,Women
49,"Tennis,Doubles, Mixed","Doubles, Mixed",Tennis,8,False,Summer,True,Mixed
50,"Tennis,Doubles, Handicap, Mixed","Doubles, Handicap, Mixed",Tennis,8,False,Summer,True,Mixed
51,"Athletics,Shot Put, Men","Shot Put, Men",Athletics,1,False,Summer,False,Men
52,"Athletics,Discus Throw, Greek Style, Men","Discus Throw, Greek Style, Men",Athletics,1,False,Summer,False,Men
53,"Athletics,Javelin Throw, Freestyle, Men","Javelin Throw, Freestyle, Men",Athletics,1,False,Summer,False,Men
54,"Fencing,Épée, Individual, Men","Épée, Individual, Men",Fencing,11,False,Summer,False,Men
55,"Fencing,Épée, Team, Men","Épée, Team, Men",Fencing,11,False,Summer,True,Men
56,"Fencing,Sabre, Individual, Men","Sabre, Individual, Men",Fencing,11,False,Summer,False,Men
57,"Fencing,Sabre, Team, Men","Sabre, Team, Men",Fencing,11,False,Summer,True,Men
58,"Fencing,Foil, Individual, Open","Foil, Individual, Open",Fencing,11,False,Summer,False,Open
59,"Tennis,Singles, Men","Singles, Men",Tennis,8,False,Summer,False,Men
60,"Tennis,Doubles, Men","Doubles, Men",Tennis,8,False,Summer,True,Men
61,"Wrestling,Lightweight, Greco-Roman, Men","Lightweight, Greco-Roman, Men",Wrestling,12,True,Summer,False,Men
62,"Wrestling,Middleweight, Greco-Roman, Men","Middleweight, Greco-Roman, Men",Wrestling,12,True,Summer,False,Men
63,"Wrestling,Light-Heavyweight, Greco-Roman, Men","Light-Heavyweight, Greco-Roman, Men",Wrestling,12,True,Summer,False,Men
64,"Art Competitions,Sculpturing, Open","Sculpturing, Open",Art Competitions,13,False,Summer,False,Open
65,"Athletics,4 × 100 metres Relay, Men","4 × 100 metres Relay, Men",Athletics,1,False,Summer,True,Men
66,"Athletics,4 × 400 metres Relay, Men","4 × 400 metres Relay, Men",Athletics,1,False,Summer,True,Men
67,"Athletics,Pole Vault, Men","Pole Vault, Men",Athletics,1,False,Summer,False,Men
68,"Athletics,Hammer Throw, Men","Hammer Throw, Men",Athletics,1,False,Summer,False,Men
69,"Athletics,Pentathlon, Men","Pentathlon, Men",Athletics,1,False,Summer,False,Men
70,"Athletics,Decathlon, Men","Decathlon, Men",Athletics,1,False,Summer,False,Men
71,"Cycling Road,Road Race, Individual, Men","Road Race, Individual, Men",Cycling Road,14,False,Summer,False,Men
72,"Cycling Road,Road Race, Team, Men","Road Race, Team, Men",Cycling Road,14,False,Summer,True,Men
73,"Fencing,Foil, Individual, Men","Foil, Individual, Men",Fencing,11,False,Summer,False,Men
74,"Tennis,Doubles, Covered Courts, Men","Doubles, Covered Courts, Men",Tennis,8,False,Summer,True,Men
75,"Tennis,Doubles, Covered Courts, Mixed","Doubles, Covered Courts, Mixed",Tennis,8,False,Summer,True,Mixed
76,"Wrestling,Featherweight, Greco-Roman, Men","Featherweight, Greco-Roman, Men",Wrestling,12,True,Summer,False,Men
77,"Wrestling,Middleweight B, Greco-Roman, Men","Middleweight B, Greco-Roman, Men",Wrestling,12,True,Summer,False,Men
78,"Artistic Swimming,Solo, Women","Solo, Women",Artistic Swimming,15,False,Summer,False,Women
79,"Artistic Swimming,Duet, Women","Duet, Women",Artistic Swimming,15,False,Summer,True,Women
80,"Athletics,100 metres, Women","100 metres, Women",Athletics,1,False,Summer,False,Women
81,"Athletics,200 metres, Women","200 metres, Women",Athletics,1,False,Summer,False,Women
82,"Athletics,Marathon, Women","Marathon, Women",Athletics,1,False,Summer,False,Women
83,"Boxing,Light-Welterweight, Men","Light-Welterweight, Men",Boxing,2,True,Summer,False,Men
84,"Boxing,Light-Heavyweight, Men","Light-Heavyweight, Men",Boxing,2,True,Summer,False,Men
85,"Judo,Middleweight, Men","Middleweight, Men",Judo,16,True,Summer,False,Men
86,"Sailing,Windsurfer, Men","Windsurfer, Men",Sailing,17,False,Summer,False,Men
87,"Weightlifting,Middleweight, Men","Middleweight, Men",Weightlifting,18,True,Summer,False,Men
88,"Judo,Half-Lightweight, Men","Half-Lightweight, Men",Judo,16,True,Summer,False,Men
89,"Swimming,50 metres Freestyle, Men","50 metres Freestyle, Men",Swimming,6,False,Summer,False,Men
90,"Swimming,50 metres Freestyle, Women","50 metres Freestyle, Women",Swimming,6,False,Summer,False,Women
91,"Swimming,100 metres Butterfly, Men","100 metres Butterfly, Men",Swimming,6,False,Summer,False,Men
92,"Weightlifting,Middle-Heavyweight, Men","Middle-Heavyweight, Men",Weightlifting,18,True,Summer,False,Men
93,"Judo,Half-Middleweight, Men","Half-Middleweight, Men",Judo,16,True,Summer,False,Men
94,"Swimming,800 metres Freestyle, Women","800 metres Freestyle, Women",Swimming,6,False,Summer,False,Women
95,"Weightlifting,Super-Heavyweight, Men","Super-Heavyweight, Men",Weightlifting,18,True,Summer,False,Men
96,"Sailing,One Person Dinghy, Women","One Person Dinghy, Women",Sailing,17,False,Summer,False,Women
97,"Sailing,Multihull, Mixed","Multihull, Mixed",Sailing,17,False,Summer,True,Mixed
98,"Swimming,200 metres Freestyle, Men","200 metres Freestyle, Men",Swimming,6,False,Summer,False,Men
99,"Taekwondo,Flyweight, Women","Flyweight, Women",Taekwondo,19,True,Summer,False,Women
100,"Shooting,Air Pistol, 10 metres, Men","Air Pistol, 10 metres, Men",Shooting,5,False,Summer,False,Men
101,"Swimming,100 metres Breaststroke, Men","100 metres Breaststroke, Men",Swimming,6,False,Summer,False,Men
102,"Shooting,Air Rifle, 10 metres, Women","Air Rifle, 10 metres, Women",Shooting,5,False,Summer,False,Women
103,"Athletics,Long Jump, Women","Long Jump, Women",Athletics,1,False,Summer,False,Women
104,"Shooting,Air Rifle, 10 metres, Men","Air Rifle, 10 metres, Men",Shooting,5,False,Summer,False,Men
105,"Shooting,Small-Bore Rifle, Three Positions, 50 metres, Women","Small-Bore Rifle, Three Positions, 50 metres, Women",Shooting,5,False,Summer,False,Women
106,"Swimming,100 metres Breaststroke, Women","100 metres Breaststroke, Women",Swimming,6,False,Summer,False,Women
107,"Archery,Individual, Men","Individual, Men",Archery,20,False,Summer,False,Men
108,"Artistic Gymnastics,Floor Exercise, Men","Floor Exercise, Men",Artistic Gymnastics,9,False,Summer,False,Men
109,"Artistic Gymnastics,Parallel Bars, Men","Parallel Bars, Men",Artistic Gymnastics,9,False,Summer,False,Men
110,"Artistic Gymnastics,Horizontal Bar, Men","Horizontal Bar, Men",Artistic Gymnastics,9,False,Summer,False,Men
111,"Archery,Individual, Women","Individual, Women",Archery,20,False,Summer,False,Women
112,"Golf,Individual, Men","Individual, Men",Golf,21,False,Summer,False,Men
113,"Archery,Team, Mixed","Team, Mixed",Archery,20,False,Summer,True,Mixed
114,"Archery,Team, Men","Team, Men",Archery,20,False,Summer,True,Men
115,"Archery,Team, Women","Team, Women",Archery,20,False,Summer,True,Women
116,"Judo,Extra-Lightweight, Men","Extra-Lightweight, Men",Judo,16,True,Summer,False,Men
117,"Boxing,Welterweight, Men","Welterweight, Men",Boxing,2,True,Summer,False,Men
118,"Weightlifting,Light-Heavyweight, Men","Light-Heavyweight, Men",Weightlifting,18,True,Summer,False,Men
119,"Weightlifting,Heavyweight II, Men","Heavyweight II, Men",Weightlifting,18,True,Summer,False,Men
120,"Wrestling,Heavyweight, Freestyle, Men","Heavyweight, Freestyle, Men",Wrestling,12,True,Summer,False,Men
121,"Boxing,Light-Middleweight, Men","Light-Middleweight, Men",Boxing,2,True,Summer,False,Men
122,"Bobsleigh,Two, Men","Two, Men",Bobsleigh,22,False,Winter,True,Men
123,"Athletics,Shot Put, Women","Shot Put, Women",Athletics,1,False,Summer,False,Women
124,"Sailing,Two Person Keelboat, Open","Two Person Keelboat, Open",Sailing,17,False,Summer,True,Open
125,"Wrestling,Light-Heavyweight, Freestyle, Men","Light-Heavyweight, Freestyle, Men",Wrestling,12,True,Summer,False,Men
126,"Athletics,Hammer Throw, Women","Hammer Throw, Women",Athletics,1,False,Summer,False,Women
127,"Weightlifting,Heavyweight, Men","Heavyweight, Men",Weightlifting,18,True,Summer,False,Men
128,"Judo,Half-Middleweight, Women","Half-Middleweight, Women",Judo,16,True,Summer,False,Women
129,"Judo,Half-Heavyweight, Men","Half-Heavyweight, Men",Judo,16,True,Summer,False,Men
130,"Judo,Lightweight, Men","Lightweight, Men",Judo,16,True,Summer,False,Men
131,"Sailing,Two Person Dinghy, Men","Two Person Dinghy, Men",Sailing,17,False,Summer,True,Men
132,"Skeleton,Skeleton, Men","Skeleton, Men",Skeleton,23,False,Winter,False,Men
133,"Cycling Track,1,000 metres Time Trial, Men","1,000 metres Time Trial, Men",Cycling Track,10,False,Summer,False,Men
134,"Cycling Track,Individual Pursuit, 4,000 metres, Men","Individual Pursuit, 4,000 metres, Men",Cycling Track,10,False,Summer,False,Men
135,"Athletics,400 metres, Women","400 metres, Women",Athletics,1,False,Summer,False,Women
136,"Athletics,800 metres, Women","800 metres, Women",Athletics,1,False,Summer,False,Women
137,"Athletics,1,500 metres, Women","1,500 metres, Women",Athletics,1,False,Summer,False,Women
138,"Athletics,4 × 400 metres Relay, Women","4 × 400 metres Relay, Women",Athletics,1,False,Summer,True,Women
139,"Cycling Track,Points Race, Men","Points Race, Men",Cycling Track,10,False,Summer,False,Men
140,"Boxing,Bantamweight, Men","Bantamweight, Men",Boxing,2,True,Summer,False,Men
141,"Sailing,Windsurfer, Open","Windsurfer, Open",Sailing,17,False,Summer,False,Open
142,"Sailing,One Person Dinghy, Men","One Person Dinghy, Men",Sailing,17,False,Summer,False,Men
143,"Athletics,4 × 100 metres Relay, Women","4 × 100 metres Relay, Women",Athletics,1,False,Summer,True,Women
144,"Canoe Sprint,Canadian Doubles, 1,000 metres, Men","Canadian Doubles, 1,000 metres, Men",Canoe Sprint,24,False,Summer,True,Men
145,"Canoe Sprint,Kayak Singles, 500 metres, Women","Kayak Singles, 500 metres, Women",Canoe Sprint,24,False,Summer,False,Women
146,"Cycling Mountain Bike,Cross-Country, Men","Cross-Country, Men",Cycling Mountain Bike,25,False,Summer,False,Men
147,"Sailing,One Person Dinghy, Open","One Person Dinghy, Open",Sailing,17,False,Summer,False,Open
148,"Athletics,High Jump, Men","High Jump, Men",Athletics,1,False,Summer,False,Men
149,"Athletics,High Jump, Women","High Jump, Women",Athletics,1,False,Summer,False,Women
150,"Modern Pentathlon,Individual, Men","Individual, Men",Modern Pentathlon,26,False,Summer,False,Men
151,"Modern Pentathlon,Team, Men","Team, Men",Modern Pentathlon,26,False,Summer,True,Men
152,"Shooting,Rapid-Fire Pistol, 25 metres, Men","Rapid-Fire Pistol, 25 metres, Men",Shooting,5,False,Summer,False,Men
153,"Shooting,Small-Bore Rifle, Prone, 50 metres, Men","Small-Bore Rifle, Prone, 50 metres, Men",Shooting,5,False,Summer,False,Men
154,"Shooting,Trap, Open","Trap, Open",Shooting,5,False,Summer,False,Open
155,"Athletics,3,000 metres Steeplechase, Men","3,000 metres Steeplechase, Men",Athletics,1,False,Summer,False,Men
156,"Taekwondo,Flyweight, Men","Flyweight, Men",Taekwondo,19,True,Summer,False,Men
157,"Taekwondo,Featherweight, Men","Featherweight, Men",Taekwondo,19,True,Summer,False,Men
158,"Taekwondo,Middleweight, Men","Middleweight, Men",Taekwondo,19,True,Summer,False,Men
159,"Taekwondo,Heavyweight, Men","Heavyweight, Men",Taekwondo,19,True,Summer,False,Men
160,"Athletics,Javelin Throw, Men","Javelin Throw, Men",Athletics,1,False,Summer,False,Men
161,"Cycling Road,100 kilometres Team Time Trial, Men","100 kilometres Team Time Trial, Men",Cycling Road,14,False,Summer,True,Men
162,"Taekwondo,Lightweight, Men","Lightweight, Men",Taekwondo,19,True,Summer,False,Men
163,"Sailing,Three Person Keelboat, Open","Three Person Keelboat, Open",Sailing,17,False,Summer,True,Open
164,"Athletics,5,000 metres, Women","5,000 metres, Women",Athletics,1,False,Summer,False,Women
165,"Athletics,10,000 metres, Women","10,000 metres, Women",Athletics,1,False,Summer,False,Women
166,"Athletics,3,000 metres Steeplechase, Women","3,000 metres Steeplechase, Women",Athletics,1,False,Summer,False,Women
167,"Wrestling,Welterweight, Freestyle, Men","Welterweight, Freestyle, Men",Wrestling,12,True,Summer,False,Men
168,"Athletics,400 metres Hurdles, Women","400 metres Hurdles, Women",Athletics,1,False,Summer,False,Women
169,"Boxing,Super-Heavyweight, Men","Super-Heavyweight, Men",Boxing,2,True,Summer,False,Men
170,"Handball,Handball, Men","Handball, Men",Handball,27,False,Summer,True,Men
171,"Shooting,Skeet, Women","Skeet, Women",Shooting,5,False,Summer,False,Women
172,"Boxing,Light-Flyweight, Men","Light-Flyweight, Men",Boxing,2,True,Summer,False,Men
173,"Boxing,Featherweight, Men","Featherweight, Men",Boxing,2,True,Summer,False,Men
174,"Athletics,100 metres Hurdles, Women","100 metres Hurdles, Women",Athletics,1,False,Summer,False,Women
175,"Athletics,Heptathlon, Women","Heptathlon, Women",Athletics,1,False,Summer,False,Women
176,"Shooting,Small-Bore Rifle, Prone, 50 metres, Open","Small-Bore Rifle, Prone, 50 metres, Open",Shooting,5,False,Summer,False,Open
177,"Weightlifting,Lightweight, Men","Lightweight, Men",Weightlifting,18,True,Summer,False,Men
178,"Shooting,Free Pistol, 50 metres, Open","Free Pistol, 50 metres, Open",Shooting,5,False,Summer,False,Open
179,"Cycling Road,Road Race, Individual, Women","Road Race, Individual, Women",Cycling Road,14,False,Summer,False,Women
180,"Athletics,Triple Jump, Women","Triple Jump, Women",Athletics,1,False,Summer,False,Women
181,"Canoe Sprint,Kayak Singles, 200 metres, Men","Kayak Singles, 200 metres, Men",Canoe Sprint,24,False,Summer,False,Men
182,"Canoe Sprint,Kayak Singles, 1,000 metres, Men","Kayak Singles, 1,000 metres, Men",Canoe Sprint,24,False,Summer,False,Men
183,"Weightlifting,Bantamweight, Men","Bantamweight, Men",Weightlifting,18,True,Summer,False,Men
184,"Swimming,200 metres Butterfly, Men","200 metres Butterfly, Men",Swimming,6,False,Summer,False,Men
185,"Swimming,200 metres Individual Medley, Men","200 metres Individual Medley, Men",Swimming,6,False,Summer,False,Men
186,"Swimming,400 metres Individual Medley, Men","400 metres Individual Medley, Men",Swimming,6,False,Summer,False,Men
187,"Shooting,Skeet, Open","Skeet, Open",Shooting,5,False,Summer,False,Open
188,"Artistic Gymnastics,Horse Vault, Men","Horse Vault, Men",Artistic Gymnastics,9,False,Summer,False,Men
189,"Artistic Gymnastics,Rings, Men","Rings, Men",Artistic Gymnastics,9,False,Summer,False,Men
190,"Artistic Gymnastics,Pommelled Horse, Men","Pommelled Horse, Men",Artistic Gymnastics,9,False,Summer,False,Men
191,"Shooting,Skeet, Men","Skeet, Men",Shooting,5,False,Summer,False,Men
192,"Swimming,200 metres Backstroke, Men","200 metres Backstroke, Men",Swimming,6,False,Summer,False,Men
193,"Swimming,400 metres Freestyle, Women","400 metres Freestyle, Women",Swimming,6,False,Summer,False,Women
194,"Triathlon,Olympic Distance, Men","Olympic Distance, Men",Triathlon,28,False,Summer,False,Men
195,"Swimming,100 metres Backstroke, Women","100 metres Backstroke, Women",Swimming,6,False,Summer,False,Women
196,"Weightlifting,Featherweight, Men","Featherweight, Men",Weightlifting,18,True,Summer,False,Men
197,"Shooting,Sporting Pistol, 25 metres, Women","Sporting Pistol, 25 metres, Women",Shooting,5,False,Summer,False,Women
198,"Athletics,Javelin Throw, Women","Javelin Throw, Women",Athletics,1,False,Summer,False,Women
199,"Shooting,Air Pistol, 10 metres, Women","Air Pistol, 10 metres, Women",Shooting,5,False,Summer,False,Women
200,"Wrestling,Lightweight, Freestyle, Men","Lightweight, Freestyle, Men",Wrestling,12,True,Summer,False,Men
201,"Alpine Skiing,Super G, Men","Super G, Men",Alpine Skiing,29,False,Winter,False,Men
202,"Alpine Skiing,Giant Slalom, Men","Giant Slalom, Men",Alpine Skiing,29,False,Winter,False,Men
203,"Alpine Skiing,Slalom, Men","Slalom, Men",Alpine Skiing,29,False,Winter,False,Men
204,"Weightlifting,Lightweight, Women","Lightweight, Women",Weightlifting,18,True,Summer,False,Women
205,"Wrestling,Heavyweight, Greco-Roman, Men","Heavyweight, Greco-Roman, Men",Wrestling,12,True,Summer,False,Men
206,"Judo,Half-Lightweight, Women","Half-Lightweight, Women",Judo,16,True,Summer,False,Women
207,"Shooting,Free Pistol, 50 metres, Men","Free Pistol, 50 metres, Men",Shooting,5,False,Summer,False,Men
208,"Swimming,100 metres Butterfly, Women","100 metres Butterfly, Women",Swimming,6,False,Summer,False,Women
209,"Alpine Skiing,Giant Slalom, Women","Giant Slalom, Women",Alpine Skiing,29,False,Winter,False,Women
210,"Alpine Skiing,Slalom, Women","Slalom, Women",Alpine Skiing,29,False,Winter,False,Women
211,"Weightlifting,Featherweight, Women","Featherweight, Women",Weightlifting,18,True,Summer,False,Women
212,"Swimming,4 × 100 metres Medley Relay, Men","4 × 100 metres Medley Relay, Men",Swimming,6,False,Summer,True,Men
213,"Judo,Heavyweight, Men","Heavyweight, Men",Judo,16,True,Summer,False,Men
214,"Athletics,3,000 metres, Women","3,000 metres, Women",Athletics,1,False,Summer,False,Women
215,"Basketball,Basketball, Men","Basketball, Men",Basketball,30,False,Summer,True,Men
216,"Roller Hockey,Roller Hockey, Men","Roller Hockey, Men",Roller Hockey,31,False,Summer,True,Men
217,"Handball,Handball, Women","Handball, Women",Handball,27,False,Summer,True,Women
218,"Shooting,Trap, Men","Trap, Men",Shooting,5,False,Summer,False,Men
219,"Swimming,200 metres Breaststroke, Women","200 metres Breaststroke, Women",Swimming,6,False,Summer,False,Women
220,"Judo,Middleweight, Women","Middleweight, Women",Judo,16,True,Summer,False,Women
221,"Beach Volleyball,Beach Volleyball, Men","Beach Volleyball, Men",Beach Volleyball,32,False,Summer,True,Men
222,"Canoe Sprint,Canadian Singles, 500 metres, Men","Canadian Singles, 500 metres, Men",Canoe Sprint,24,False,Summer,False,Men
223,"Canoe Sprint,Canadian Singles, 1,000 metres, Men","Canadian Singles, 1,000 metres, Men",Canoe Sprint,24,False,Summer,False,Men
224,"Basketball,Basketball, Women","Basketball, Women",Basketball,30,False,Summer,True,Women
225,"Boxing,Heavyweight, Men","Heavyweight, Men",Boxing,2,True,Summer,False,Men
226,"Canoe Sprint,Canadian Singles, 200 metres, Men","Canadian Singles, 200 metres, Men",Canoe Sprint,24,False,Summer,False,Men
227,"Rowing,Lightweight Double Sculls, Men","Lightweight Double Sculls, Men",Rowing,7,False,Summer,True,Men
228,"Judo,Lightweight, Women","Lightweight, Women",Judo,16,True,Summer,False,Women
229,"Hockey,Hockey, Men","Hockey, Men",Hockey,33,False,Summer,True,Men
230,"Football,Football, Men","Football, Men",Football,34,False,Summer,True,Men
231,"Wrestling,Flyweight, Freestyle, Men","Flyweight, Freestyle, Men",Wrestling,12,True,Summer,False,Men
232,"Wrestling,Featherweight, Freestyle, Men","Featherweight, Freestyle, Men",Wrestling,12,True,Summer,False,Men
233,"Wrestling,Middleweight, Freestyle, Men","Middleweight, Freestyle, Men",Wrestling,12,True,Summer,False,Men
234,"Wrestling,Bantamweight, Greco-Roman, Men","Bantamweight, Greco-Roman, Men",Wrestling,12,True,Summer,False,Men
235,"Wrestling,Bantamweight, Freestyle, Men","Bantamweight, Freestyle, Men",Wrestling,12,True,Summer,False,Men
236,"Wrestling,Light-Flyweight, Freestyle, Men","Light-Flyweight, Freestyle, Men",Wrestling,12,True,Summer,False,Men
237,"Boxing,Flyweight, Men","Flyweight, Men",Boxing,2,True,Summer,False,Men
238,"Taekwondo,Welterweight, Men","Welterweight, Men",Taekwondo,19,True,Summer,False,Men
239,"Badminton,Singles, Men","Singles, Men",Badminton,35,False,Summer,False,Men
240,"Diving,Platform, Men","Platform, Men",Diving,3,False,Summer,False,Men
241,"Wrestling,Light-Flyweight, Greco-Roman, Men","Light-Flyweight, Greco-Roman, Men",Wrestling,12,True,Summer,False,Men
242,"Figure Skating,Singles, Men","Singles, Men",Figure Skating,36,False,Winter,False,Men
243,"Figure Skating,Singles, Women","Singles, Women",Figure Skating,36,False,Winter,False,Women
244,"Figure Skating,Pairs, Mixed","Pairs, Mixed",Figure Skating,36,False,Winter,True,Mixed
245,"Athletics,20 kilometres Race Walk, Women","20 kilometres Race Walk, Women",Athletics,1,False,Summer,False,Women
246,"Wrestling,Welterweight, Greco-Roman, Men","Welterweight, Greco-Roman, Men",Wrestling,12,True,Summer,False,Men
247,"Wrestling,Super-Heavyweight, Freestyle, Men","Super-Heavyweight, Freestyle, Men",Wrestling,12,True,Summer,False,Men
248,"Figure Skating,Ice Dancing, Mixed","Ice Dancing, Mixed",Figure Skating,36,False,Winter,True,Mixed
249,"Fencing,Sabre, Individual, Women","Sabre, Individual, Women",Fencing,11,False,Summer,False,Women
250,"Rhythmic Gymnastics,Individual, Women","Individual, Women",Rhythmic Gymnastics,37,False,Summer,False,Women
251,"Equestrian Jumping,Individual, Open","Individual, Open",Equestrian Jumping,38,False,Summer,False,Open
252,"Rhythmic Gymnastics,Group, Women","Group, Women",Rhythmic Gymnastics,37,False,Summer,True,Women
253,"Wrestling,Super-Heavyweight, Greco-Roman, Men","Super-Heavyweight, Greco-Roman, Men",Wrestling,12,True,Summer,False,Men
254,"Wrestling,Flyweight, Freestyle, Women","Flyweight, Freestyle, Women",Wrestling,12,True,Summer,False,Women
255,"Wrestling,Lightweight, Freestyle, Women","Lightweight, Freestyle, Women",Wrestling,12,True,Summer,False,Women
256,"Wrestling,Middleweight, Freestyle, Women","Middleweight, Freestyle, Women",Wrestling,12,True,Summer,False,Women
257,"Wushu,Sanshou (≤56 kilograms), Men","Sanshou (≤56 kilograms), Men",Wushu,39,True,Summer,False,Men
258,"Wushu,Sanshou (≤85 kilograms), Men","Sanshou (≤85 kilograms), Men",Wushu,39,True,Summer,False,Men
259,"Boxing,Middleweight, Women","Middleweight, Women",Boxing,2,True,Summer,False,Women
260,"Cycling Road,Individual Time Trial, Women","Individual Time Trial, Women",Cycling Road,14,False,Summer,False,Women
261,"Rowing,Single Sculls, Women","Single Sculls, Women",Rowing,7,False,Summer,False,Women
262,"Taekwondo,Welterweight, Women","Welterweight, Women",Taekwondo,19,True,Summer,False,Women
263,"Boxing,Lightweight, Women","Lightweight, Women",Boxing,2,True,Summer,False,Women
264,"Canoe Slalom,Kayak Singles, Slalom, Men","Kayak Singles, Slalom, Men",Canoe Slalom,40,False,Summer,False,Men
265,"Canoe Sprint,Kayak Singles, 200 metres, Women","Kayak Singles, 200 metres, Women",Canoe Sprint,24,False,Summer,False,Women
266,"Cycling Track,Sprint, Women","Sprint, Women",Cycling Track,10,False,Summer,False,Women
267,"Cycling Track,Keirin, Women","Keirin, Women",Cycling Track,10,False,Summer,False,Women
268,"Rowing,Double Sculls, Men","Double Sculls, Men",Rowing,7,False,Summer,True,Men
