sport_event_id,sport_event,event,sport,sport_id,weight_category_sport,season,collective_sport,gender_category
825,"Athletics,440 yards, Handicap, Men","440 yards, Handicap, Men",Athletics,1,False,Summer,False,Men
826,"Athletics,880 yards, Handicap, Men","880 yards, Handicap, Men",Athletics,1,False,Summer,False,Men
827,"Athletics,1 mile, Handicap, Men","1 mile, Handicap, Men",Athletics,1,False,Summer,False,Men
828,"Athletics,Pole Vault, Handicap, Men","Pole Vault, Handicap, Men",Athletics,1,False,Summer,False,Men
829,"Athletics,56-pound Weight Throw, Handicap, Men","56-pound Weight Throw, Handicap, Men",Athletics,1,False,Summer,False,Men
830,"Lacrosse,Lacrosse, Men","Lacrosse, Men",Lacrosse,89,False,Summer,True,Men
831,"Rowing,Single Sculls, Intermediate, Men","Single Sculls, Intermediate, Men",Rowing,7,False,Summer,False,Men
832,"Rowing,Single Sculls, Association, Men","Single Sculls, Association, Men",Rowing,7,False,Summer,False,Men
833,"Athletics,1,600 metres Medley Relay, Men","1,600 metres Medley Relay, Men",Athletics,1,False,Summer,True,Men
834,"Cycling Track,Team Pursuit, 1,980 yards, Men","Team Pursuit, 1,980 yards, Men",Cycling Track,10,False,Summer,True,Men
835,"Canoe Sprint,Kayak Singles, 800 metres, Men","Kayak Singles, 800 metres, Men",Canoe Sprint,24,False,Summer,False,Men
836,"Canoe Sprint,Kayak Doubles, 800 metres, Men","Kayak Doubles, 800 metres, Men",Canoe Sprint,24,False,Summer,True,Men
837,"Canoe Sprint,Kayak Fours, 800 metres, Men","Kayak Fours, 800 metres, Men",Canoe Sprint,24,False,Summer,True,Men
838,"Canoe Sprint,Canadian Singles, 800 metres, Men","Canadian Singles, 800 metres, Men",Canoe Sprint,24,False,Summer,False,Men
839,"Canoe Sprint,Canadian Doubles, 800 metres, Men","Canadian Doubles, 800 metres, Men",Canoe Sprint,24,False,Summer,True,Men
840,"Canoe Sprint,Canadian Fours, 800 metres, Men","Canadian Fours, 800 metres, Men",Canoe Sprint,24,False,Summer,True,Men
841,"Dogsled Racing,Dog Sled Racing, Open","Dog Sled Racing, Open",Dogsled Racing,90,False,Winter,False,Open
842,"Ice Hockey,Ice Hockey Exhibition, Men","Ice Hockey Exhibition, Men",Ice Hockey,56,False,Winter,True,Men
843,"Alpine Skiing,Giant Slalom, LW2, Women","Giant Slalom, LW2, Women",Alpine Skiing,29,False,Winter,False,Women
844,"Artistic Gymnastics,Club Swinging, Men","Club Swinging, Men",Artistic Gymnastics,9,False,Summer,False,Men
845,"Athletics,400 metres, Handicap, Men","400 metres, Handicap, Men",Athletics,1,False,Summer,False,Men
846,"Athletics,High Jump, Handicap, Men","High Jump, Handicap, Men",Athletics,1,False,Summer,False,Men
847,"Athletics,Long Jump, Handicap, Men","Long Jump, Handicap, Men",Athletics,1,False,Summer,False,Men
848,"Athletics,Shot Put, Handicap, Men","Shot Put, Handicap, Men",Athletics,1,False,Summer,False,Men
849,"Athletics,Discus Throw, Handicap, Men","Discus Throw, Handicap, Men",Athletics,1,False,Summer,False,Men
850,"Firefighting,Maneuvering, International, Volunteer Firefighters, Men","Maneuvering, International, Volunteer Firefighters, Men",Firefighting,91,True,Summer,True,Men
851,"Swimming,50 yards Freestyle, Men","50 yards Freestyle, Men",Swimming,6,False,Summer,False,Men
852,"Swimming,100 yards Freestyle, Men","100 yards Freestyle, Men",Swimming,6,False,Summer,False,Men
853,"Swimming,220 yards Freestyle, Men","220 yards Freestyle, Men",Swimming,6,False,Summer,False,Men
854,"Swimming,440 yards Freestyle, Men","440 yards Freestyle, Men",Swimming,6,False,Summer,False,Men
855,"Swimming,880 yards Freestyle, Men","880 yards Freestyle, Men",Swimming,6,False,Summer,False,Men
856,"Swimming,1 mile Freestyle, Men","1 mile Freestyle, Men",Swimming,6,False,Summer,False,Men
857,"Swimming,440 yards, Handicap, Men","440 yards, Handicap, Men",Swimming,6,False,Summer,False,Men
858,"Artistic Gymnastics,Tumbling, Men","Tumbling, Men",Artistic Gymnastics,9,False,Summer,False,Men
859,"Artistic Gymnastics,Horizontal Bar, Teams, Men","Horizontal Bar, Teams, Men",Artistic Gymnastics,9,False,Summer,True,Men
860,"Athletics,4,000 metres Steeplechase, Men","4,000 metres Steeplechase, Men",Athletics,1,False,Summer,False,Men
861,"Athletics,5,000 metres, Professionals, Men","5,000 metres, Professionals, Men",Athletics,1,False,Summer,False,Men
862,"Cycling Track,25 kilometres, Men","25 kilometres, Men",Cycling Track,10,False,Summer,False,Men
863,"Cycling Track,24-Hours Race, Professionals, Men","24-Hours Race, Professionals, Men",Cycling Track,10,False,Summer,False,Men
864,"Sailing,Open, Open","Open, Open",Sailing,17,False,Summer,True,Open
865,"Sailing,½-1 Ton, Open","½-1 Ton, Open",Sailing,17,False,Summer,True,Open
866,"Sailing,1-2 Ton, Open","1-2 Ton, Open",Sailing,17,False,Summer,True,Open
867,"Swimming,200 metres Team Swimming, Men","200 metres Team Swimming, Men",Swimming,6,False,Summer,True,Men
868,"Artistic Gymnastics,Individual All-Around, Field Sports, Men","Individual All-Around, Field Sports, Men",Artistic Gymnastics,9,False,Summer,False,Men
869,"Artistic Gymnastics,Individual All-Around, Apparatus Work, Men","Individual All-Around, Apparatus Work, Men",Artistic Gymnastics,9,False,Summer,False,Men
870,"Swimming,4 × 50 yards Freestyle Relay, Men","4 × 50 yards Freestyle Relay, Men",Swimming,6,False,Summer,True,Men
871,"Swimming,100 yards Backstroke, Men","100 yards Backstroke, Men",Swimming,6,False,Summer,False,Men
872,"Swimming,440 yards Breaststroke, Men","440 yards Breaststroke, Men",Swimming,6,False,Summer,False,Men
873,"Swimming,880 yards, Handicap, Men","880 yards, Handicap, Men",Swimming,6,False,Summer,False,Men
874,"Bicycle Polo,Bicycle Polo, Men","Bicycle Polo, Men",Bicycle Polo,92,False,Summer,True,Men
875,"Ice Stock Sport,Target Shooting, Women","Target Shooting, Women",Ice Stock Sport,82,False,Winter,False,Women
876,"Ice Stock Sport,Team, Women","Team, Women",Ice Stock Sport,82,False,Winter,True,Women
877,"Kendo,Embusen, Open","Embusen, Open",Kendo,93,False,Summer,False,Open
878,"Kendo,Renshu, Open","Renshu, Open",Kendo,93,False,Summer,True,Open
879,"Kendo,Shiai - Red-White, Open","Shiai - Red-White, Open",Kendo,93,False,Summer,False,Open
880,"Kendo,Shiai - East-West, Open","Shiai - East-West, Open",Kendo,93,False,Summer,False,Open
881,"Figure Skating,Special Figures, Men","Special Figures, Men",Figure Skating,36,False,Summer,False,Men
882,"Athletics,1 mile, Men","1 mile, Men",Athletics,1,False,Summer,False,Men
883,"Sailing,7 metres, Open","7 metres, Open",Sailing,17,False,Summer,True,Open
884,"Alpine Skiing,Giant Slalom, LW5/7, Men","Giant Slalom, LW5/7, Men",Alpine Skiing,29,False,Winter,False,Men
885,"Sailing,3-10 Ton, Open","3-10 Ton, Open",Sailing,17,False,Summer,True,Open
886,"Athletics,3 miles, Team, Men","3 miles, Team, Men",Athletics,1,False,Summer,True,Men
887,"Korfball,Korfball, Mixed","Korfball, Mixed",Korfball,94,False,Summer,True,Mixed
888,"Sailing,12 foot, Open","12 foot, Open",Sailing,17,False,Summer,True,Open
889,"Sailing,6.5 metres, Open","6.5 metres, Open",Sailing,17,False,Summer,True,Open
890,"Kaatsen,Kaatsen, Men","Kaatsen, Men",Kaatsen,95,False,Summer,True,Men
891,"Athletics,5,000 metres, Team, Men","5,000 metres, Team, Men",Athletics,1,False,Summer,True,Men
892,"Athletics,100 metres, Professionals, Men","100 metres, Professionals, Men",Athletics,1,False,Summer,False,Men
893,"Athletics,1,500 metres, Professionals, Handicap, Men","1,500 metres, Professionals, Handicap, Men",Athletics,1,False,Summer,False,Men
894,"Cricket,Cricket, Men","Cricket, Men",Cricket,96,False,Summer,True,Men
895,"Firefighting,Maneuvering, International, British Firefighters, Men","Maneuvering, International, British Firefighters, Men",Firefighting,91,True,Summer,True,Men
896,"Golf,Individual, Handicap, Men","Individual, Handicap, Men",Golf,21,False,Summer,False,Men
897,"Sailing,10-20 Ton, Open","10-20 Ton, Open",Sailing,17,False,Summer,True,Open
898,"Sailing,20+ Ton, Open","20+ Ton, Open",Sailing,17,False,Summer,True,Open
899,"Tennis,Singles, Professionals, Men","Singles, Professionals, Men",Tennis,8,False,Summer,False,Men
900,"Tennis,Doubles, Professionals, Handicap, Men","Doubles, Professionals, Handicap, Men",Tennis,8,False,Summer,True,Men
901,"Athletics,120 yards Hurdles, Men","120 yards Hurdles, Men",Athletics,1,False,Summer,False,Men
902,"Athletics,2,590 metres Steeplechase, Men","2,590 metres Steeplechase, Men",Athletics,1,False,Summer,False,Men
903,"Athletics,Stone Throw, Men","Stone Throw, Men",Athletics,1,False,Summer,False,Men
904,"Athletics,All-Around Championship, Men","All-Around Championship, Men",Athletics,1,False,Summer,False,Men
905,"Fencing,Foil, Individual, Boys","Foil, Individual, Boys",Fencing,11,False,Summer,False,Boys
906,"Archery,Double York Round, Men","Double York Round, Men",Archery,20,False,Summer,False,Men
907,"Archery,Continental Style, Men","Continental Style, Men",Archery,20,False,Summer,False,Men
908,"Archery,Double National Round, Women","Double National Round, Women",Archery,20,False,Summer,False,Women
909,"Jeu De Paume,Singles, Men","Singles, Men",Jeu De Paume,97,False,Summer,False,Men
910,"Motorboating,A-Class (Open), Open","A-Class (Open), Open",Motorboating,98,False,Summer,True,Open
911,"Motorboating,B-Class (Under 60 feet), Open","B-Class (Under 60 feet), Open",Motorboating,98,False,Summer,True,Open
912,"Motorboating,C-Class, Open","C-Class, Open",Motorboating,98,False,Summer,True,Open
913,"Racquets,Singles, Men","Singles, Men",Racquets,99,False,Summer,False,Men
914,"Racquets,Doubles, Men","Doubles, Men",Racquets,99,False,Summer,True,Men
915,"Shooting,Small-Bore Rifle, 50 and 100 yards, Team, Men","Small-Bore Rifle, 50 and 100 yards, Team, Men",Shooting,5,False,Summer,True,Men
916,"Sailing,18 foot, Open","18 foot, Open",Sailing,17,False,Summer,True,Open
917,"Athletics,High Jump, Professionals, Handicap, Men","High Jump, Professionals, Handicap, Men",Athletics,1,False,Summer,False,Men
918,"Athletics,Long Jump, Professionals, Handicap, Men","Long Jump, Professionals, Handicap, Men",Athletics,1,False,Summer,False,Men
919,"Athletics,Shot Put, Professionals, Handicap, Men","Shot Put, Professionals, Handicap, Men",Athletics,1,False,Summer,False,Men
920,"Lifesaving,Rapid Removal of a Manikin from Long Distance, Men","Rapid Removal of a Manikin from Long Distance, Men",Lifesaving,100,False,Summer,False,Men
921,"Cycling Track,¼ mile, Men","¼ mile, Men",Cycling Track,10,False,Summer,False,Men
922,"Cycling Track,1 mile, Novice, Men","1 mile, Novice, Men",Cycling Track,10,False,Summer,False,Men
923,"Archery,French Championship, Individual, Men","French Championship, Individual, Men",Archery,20,False,Summer,False,Men
924,"Archery,Crossbows, Large Arrows - 35 metres, Individual, Men","Crossbows, Large Arrows - 35 metres, Individual, Men",Archery,20,False,Summer,False,Men
925,"Archery,Crossbows, Arrows - 28 metres, Individual, Men","Crossbows, Arrows - 28 metres, Individual, Men",Archery,20,False,Summer,False,Men
926,"Archery,Crossbows, Small Arrows - 20 metres, Individual, Men","Crossbows, Small Arrows - 20 metres, Individual, Men",Archery,20,False,Summer,False,Men
927,"Archery,Crossbows, French Championship, Men","Crossbows, French Championship, Men",Archery,20,False,Summer,False,Men
928,"Artistic Gymnastics,26th Federal Festival, Society and Association Contests, Non-Simultaneous, National Championships, Men","26th Federal Festival, Society and Association Contests, Non-Simultaneous, National Championships, Men",Artistic Gymnastics,9,False,Summer,False,Men
929,"Artistic Gymnastics,26th Federal Festival, Society and Association Contests, Non-Simultaneous, Olympic Championships, Individual, Men","26th Federal Festival, Society and Association Contests, Non-Simultaneous, Olympic Championships, Individual, Men",Artistic Gymnastics,9,False,Summer,False,Men
930,"Artistic Gymnastics,26th Federal Festival, Society and Association Contests, Non-Simultaneous, Shooting Championships, Youth, Men","26th Federal Festival, Society and Association Contests, Non-Simultaneous, Shooting Championships, Youth, Men",Artistic Gymnastics,9,False,Summer,True,Men
931,"Artistic Gymnastics,26th Federal Festival, Society and Association Contests, Non-Simultaneous, Shooting Championships, Honorary Members and Associates, Men","26th Federal Festival, Society and Association Contests, Non-Simultaneous, Shooting Championships, Honorary Members and Associates, Men",Artistic Gymnastics,9,False,Summer,True,Men
932,"Artistic Gymnastics,Festival for Societies of the Seine, Instructors, Men","Festival for Societies of the Seine, Instructors, Men",Artistic Gymnastics,9,False,Summer,True,Men
933,"Artistic Gymnastics,Festival for Societies of the Seine, Advanced, Men","Festival for Societies of the Seine, Advanced, Men",Artistic Gymnastics,9,False,Summer,False,Men
934,"Artistic Gymnastics,Festival for Societies of the Seine, Swimming, Individual, Men","Festival for Societies of the Seine, Swimming, Individual, Men",Artistic Gymnastics,9,False,Summer,True,Men
935,"Artistic Gymnastics,Festival for Societies of the Seine, Individual, Men","Festival for Societies of the Seine, Individual, Men",Artistic Gymnastics,9,False,Summer,False,Men
936,"Artistic Gymnastics,Festival for Societies of the Seine, Artistic, Individual, Men","Festival for Societies of the Seine, Artistic, Individual, Men",Artistic Gymnastics,9,False,Summer,False,Men
937,"Artistic Gymnastics,Festival for Societies of the Seine, Olympic Competition, Individual, Men","Festival for Societies of the Seine, Olympic Competition, Individual, Men",Artistic Gymnastics,9,False,Summer,False,Men
938,"Artistic Gymnastics,Festival for Societies of the Seine, Individual (#2), Men","Festival for Societies of the Seine, Individual (#2), Men",Artistic Gymnastics,9,False,Summer,False,Men
939,"Artistic Gymnastics,Festival for Societies of the Seine, Swimming, students, individuals, societies, Men","Festival for Societies of the Seine, Swimming, students, individuals, societies, Men",Artistic Gymnastics,9,False,Summer,False,Men
940,"Artistic Gymnastics,26th Federal Festival, Society and Association Contests, Non-Simultaneous, Shooting Championships, Honorary Members and Associates, Women","26th Federal Festival, Society and Association Contests, Non-Simultaneous, Shooting Championships, Honorary Members and Associates, Women",Artistic Gymnastics,9,False,Summer,True,Women
941,"Athletics,High Jump, Professionals, Men","High Jump, Professionals, Men",Athletics,1,False,Summer,False,Men
942,"Athletics,Long Jump, Professionals, Men","Long Jump, Professionals, Men",Athletics,1,False,Summer,False,Men
943,"Athletics,Shot Put, Professionals, Men","Shot Put, Professionals, Men",Athletics,1,False,Summer,False,Men
944,"Automobile Racing,Paris-Toulouse-Paris, Voiturettes, Men","Paris-Toulouse-Paris, Voiturettes, Men",Automobile Racing,74,False,Summer,False,Men
945,"Ballooning,Longest distance travelled (#1), Handicap, Open","Longest distance travelled (#1), Handicap, Open",Ballooning,101,False,Summer,False,Open
946,"Ballooning,Longest distance travelled (#2), Handicap, Open","Longest distance travelled (#2), Handicap, Open",Ballooning,101,False,Summer,False,Open
947,"Ballooning,Longest distance travelled (#3), Open","Longest distance travelled (#3), Open",Ballooning,101,False,Summer,False,Open
948,"Ballooning,Longest distance travelled (#4), Second Degree, Open","Longest distance travelled (#4), Second Degree, Open",Ballooning,101,False,Summer,True,Open
949,"Ballooning,Longest time travelled (#1), Handicap, Open","Longest time travelled (#1), Handicap, Open",Ballooning,101,False,Summer,True,Open
950,"Ballooning,Longest time travelled (#2), Handicap, Open","Longest time travelled (#2), Handicap, Open",Ballooning,101,False,Summer,True,Open
951,"Ballooning,Longest time travelled (#3), Open","Longest time travelled (#3), Open",Ballooning,101,False,Summer,False,Open
952,"Ballooning,Longest time travelled (#4), Second Degree, Open","Longest time travelled (#4), Second Degree, Open",Ballooning,101,False,Summer,True,Open
953,"Ballooning,Greatest height achieved (#1), Handicap, Open","Greatest height achieved (#1), Handicap, Open",Ballooning,101,False,Summer,False,Open
954,"Ballooning,Greatest height achieved (#2), Handicap, Open","Greatest height achieved (#2), Handicap, Open",Ballooning,101,False,Summer,False,Open
955,"Ballooning,Greatest height achieved (#3), Open","Greatest height achieved (#3), Open",Ballooning,101,False,Summer,True,Open
956,"Ballooning,Closest landing to target (#1), Open","Closest landing to target (#1), Open",Ballooning,101,False,Summer,False,Open
957,"Ballooning,Closest landing to target (#2), Open","Closest landing to target (#2), Open",Ballooning,101,False,Summer,False,Open
958,"Ballooning,Closest landing to target (#3), Combined, Open","Closest landing to target (#3), Combined, Open",Ballooning,101,False,Summer,False,Open
959,"Ballooning,Closest landing to target (#3), Intermediate stop, Open","Closest landing to target (#3), Intermediate stop, Open",Ballooning,101,False,Summer,False,Open
960,"Ballooning,Closest landing to target (#3), Final stop, Open","Closest landing to target (#3), Final stop, Open",Ballooning,101,False,Summer,False,Open
961,"Ballooning,Closest landing to target (#4), Self-selected target, Open","Closest landing to target (#4), Self-selected target, Open",Ballooning,101,False,Summer,False,Open
962,"Ballooning,Grand Prix de l'aéronautique, Open","Grand Prix de l'aéronautique, Open",Ballooning,101,False,Summer,False,Open
963,"Ballooning,Balloon inflation, Open","Balloon inflation, Open",Ballooning,101,False,Summer,False,Open
964,"Ballooning,Ascension report, Single ascent, Open","Ascension report, Single ascent, Open",Ballooning,101,False,Summer,False,Open
965,"Ballooning,Ascension report, Combined, Open","Ascension report, Combined, Open",Ballooning,101,False,Summer,False,Open
966,"Ballooning,Best photograph, 9 September event, Open","Best photograph, 9 September event, Open",Ballooning,101,False,Summer,False,Open
967,"Ballooning,Best photograph, All events, Open","Best photograph, All events, Open",Ballooning,101,False,Summer,False,Open
968,"Ballooning,Kites (large), Open","Kites (large), Open",Ballooning,101,False,Summer,False,Open
969,"Ballooning,Kites (medium), Open","Kites (medium), Open",Ballooning,101,False,Summer,False,Open
970,"Ballooning,Kites (small), Open","Kites (small), Open",Ballooning,101,False,Summer,False,Open
971,"Basque pelota,Two-Man Teams With Cesta, Professional, Men","Two-Man Teams With Cesta, Professional, Men",Basque pelota,71,False,Summer,True,Men
972,"Boules,Jeu lyonnais, Quartets, Men","Jeu lyonnais, Quartets, Men",Boules,102,False,Summer,True,Men
973,"Boules,Jeu de berges, Quartets, Men","Jeu de berges, Quartets, Men",Boules,102,False,Summer,True,Men
974,"Croquet,Singles, Two Balls, Handicap, Men","Singles, Two Balls, Handicap, Men",Croquet,103,False,Summer,False,Men
975,"Croquet,Singles, One Ball, Open","Singles, One Ball, Open",Croquet,103,False,Summer,False,Open
976,"Croquet,Singles, Two Balls, Open","Singles, Two Balls, Open",Croquet,103,False,Summer,False,Open
977,"Croquet,Doubles, Open","Doubles, Open",Croquet,103,False,Summer,True,Open
978,"Cycling Track,25 kilometres Motor-paced, Professionals, Men","25 kilometres Motor-paced, Professionals, Men",Cycling Track,10,False,Summer,False,Men
979,"Cycling Track,National Team Sprint, Professionals, Men","National Team Sprint, Professionals, Men",Cycling Track,10,False,Summer,True,Men
980,"Fishing,Concours d'honneur, Men","Concours d'honneur, Men",Fishing,104,False,Summer,False,Men
981,"Golf,Individual, Professional, Men","Individual, Professional, Men",Golf,21,False,Summer,False,Men
982,"Lifesaving,300 metres with Current Rise of 50 metres with Manikin, Men","300 metres with Current Rise of 50 metres with Manikin, Men",Lifesaving,100,False,Summer,False,Men
983,"Lifesaving,200 metres in Swim Outfit with Current Rise of 50 metres with Manikin, Men","200 metres in Swim Outfit with Current Rise of 50 metres with Manikin, Men",Lifesaving,100,False,Summer,False,Men
984,"Lifesaving,Rapid Removal of a Manikin from Middle Distance, Men","Rapid Removal of a Manikin from Middle Distance, Men",Lifesaving,100,False,Summer,False,Men
985,"Lifesaving,Retrieval by Hook, Men","Retrieval by Hook, Men",Lifesaving,100,False,Summer,True,Men
986,"Lifesaving,Sculling, Amateurs, Men","Sculling, Amateurs, Men",Lifesaving,100,False,Summer,False,Men
987,"Longue Paume,Partie à enlever, Men","Partie à enlever, Men",Longue Paume,105,False,Summer,True,Men
988,"Longue Paume,Partie à terrer, Men","Partie à terrer, Men",Longue Paume,105,False,Summer,True,Men
989,"Military Exercise,Overall, Men","Overall, Men",Military Exercise,106,False,Summer,True,Men
990,"Military Exercise,Preparatory Military Training, Group A, Men","Preparatory Military Training, Group A, Men",Military Exercise,106,False,Summer,True,Men
991,"Military Exercise,Preparatory Military Training, Group B, Men","Preparatory Military Training, Group B, Men",Military Exercise,106,False,Summer,True,Men
992,"Military Exercise,Preparatory Military Training, Group C, Men","Preparatory Military Training, Group C, Men",Military Exercise,106,False,Summer,True,Men
993,"Military Exercise,Preparatory Military Training, Group D, Men","Preparatory Military Training, Group D, Men",Military Exercise,106,False,Summer,True,Men
994,"Military Exercise,Complementary Military Training, Men","Complementary Military Training, Men",Military Exercise,106,False,Summer,True,Men
995,"Military Exercise,Free Exercise, Group A, Men","Free Exercise, Group A, Men",Military Exercise,106,False,Summer,True,Men
996,"Military Exercise,Free Exercise, Group B, Men","Free Exercise, Group B, Men",Military Exercise,106,False,Summer,True,Men
997,"Military Exercise,Free Exercise, Group C, Men","Free Exercise, Group C, Men",Military Exercise,106,False,Summer,True,Men
998,"Motorboating,Speed, < 6.5 m, Men","Speed, < 6.5 m, Men",Motorboating,98,False,Summer,False,Men
999,"Motorboating,Speed, 6.5-8 m, Men","Speed, 6.5-8 m, Men",Motorboating,98,False,Summer,False,Men
1000,"Motorboating,Speed, 8-10 m, Men","Speed, 8-10 m, Men",Motorboating,98,False,Summer,False,Men
1001,"Motorboating,Speed, 10-15 m, Men","Speed, 10-15 m, Men",Motorboating,98,False,Summer,False,Men
1002,"Motorboating,Endurance, <6.5 m, Men","Endurance, <6.5 m, Men",Motorboating,98,False,Summer,False,Men
1003,"Motorboating,Endurance, 6.5-8 m, Men","Endurance, 6.5-8 m, Men",Motorboating,98,False,Summer,False,Men
1004,"Motorboating,Enduance, 8-10 m, Men","Enduance, 8-10 m, Men",Motorboating,98,False,Summer,False,Men
1005,"Motorboating,Endurance 10-15 m, Men","Endurance 10-15 m, Men",Motorboating,98,False,Summer,False,Men
1006,"Motorcycle Sports,Paris-Toulouse-Paris, Motorcycles, Men","Paris-Toulouse-Paris, Motorcycles, Men",Motorcycle Sports,107,False,Summer,False,Men
1007,"Rowing,Single Pleasure Boat, Men","Single Pleasure Boat, Men",Rowing,7,False,Summer,False,Men
1008,"Rowing,French Skiffs, Coxed Pairs, Men","French Skiffs, Coxed Pairs, Men",Rowing,7,False,Summer,True,Men
1009,"Rowing,French Skiffs, Coxless Fours, Men","French Skiffs, Coxless Fours, Men",Rowing,7,False,Summer,True,Men
1010,"Rowing,Coxless Fours, Outriggers, Men","Coxless Fours, Outriggers, Men",Rowing,7,False,Summer,True,Men
1011,"Rowing,Lightweight Coxless Pairs, Mixed","Lightweight Coxless Pairs, Mixed",Rowing,7,False,Summer,True,Mixed
1012,"Sailing,0-½ Ton, Open","0-½ Ton, Open",Sailing,17,False,Summer,True,Open
1013,"Sailing,2-3 Ton, Open","2-3 Ton, Open",Sailing,17,False,Summer,True,Open
1014,"Basque pelota,Mano, Triples, Men","Mano, Triples, Men",Basque pelota,71,False,Summer,True,Men
1015,"Basque pelota,Blé, Triples, Men","Blé, Triples, Men",Basque pelota,71,False,Summer,True,Men
1016,"Basque pelota,Pala, Doubles, Men","Pala, Doubles, Men",Basque pelota,71,False,Summer,True,Men
1017,"Basque pelota,Cesta Punta, Triples, Men","Cesta Punta, Triples, Men",Basque pelota,71,False,Summer,True,Men
1018,"Canne De Combat,Canne de combat, Men","Canne de combat, Men",Canne De Combat,108,True,Summer,False,Men
1019,"Basque pelota,Two-Man Teams With Cesta, Men","Two-Man Teams With Cesta, Men",Basque pelota,71,False,Summer,True,Men
1020,"Skijoring,Ski Joring, Men","Ski Joring, Men",Skijoring,109,False,Winter,False,Men
1021,"Aeronautics,Aeronautics, Open","Aeronautics, Open",Aeronautics,110,False,Summer,False,Open
1022,"Sailing,30 metres², Open","30 metres², Open",Sailing,17,False,Summer,True,Open
1023,"Sailing,40 metres², Open","40 metres², Open",Sailing,17,False,Summer,True,Open
1024,"Athletics,Special Scratch Pole Vault #1, Men","Special Scratch Pole Vault #1, Men",Athletics,1,False,Summer,False,Men
1025,"Athletics,Special Scratch Pole Vault #2, Men","Special Scratch Pole Vault #2, Men",Athletics,1,False,Summer,False,Men
1026,"Firefighting,Maneuvering, International, Professional Firefighters, Men","Maneuvering, International, Professional Firefighters, Men",Firefighting,91,True,Summer,True,Men
1027,"American Football,American Football, Men","American Football, Men",American Football,111,False,Summer,True,Men
1028,"Archery,Double American Round, Men","Double American Round, Men",Archery,20,False,Summer,False,Men
1029,"Archery,Team Round, Men","Team Round, Men",Archery,20,False,Summer,True,Men
1030,"Archery,Flight Shooting, Men","Flight Shooting, Men",Archery,20,False,Summer,False,Men
1031,"Archery,Double Columbia Round, Women","Double Columbia Round, Women",Archery,20,False,Summer,False,Women
1032,"Archery,Team Round, Women","Team Round, Women",Archery,20,False,Summer,True,Women
1033,"Archery,Flight Shooting, Women","Flight Shooting, Women",Archery,20,False,Summer,False,Women
1034,"Artistic Gymnastics,Individual All-Around, 4 Events, Men","Individual All-Around, 4 Events, Men",Artistic Gymnastics,9,False,Summer,False,Men
1035,"Athletics,50 yards, Boys","50 yards, Boys",Athletics,1,False,Summer,False,Boys
1036,"Athletics,100 yards, Boys","100 yards, Boys",Athletics,1,False,Summer,False,Boys
1037,"Athletics,220 yards, Boys","220 yards, Boys",Athletics,1,False,Summer,False,Boys
1038,"Athletics,440 yards, Boys","440 yards, Boys",Athletics,1,False,Summer,False,Boys
1039,"Athletics,880 yards, Boys","880 yards, Boys",Athletics,1,False,Summer,False,Boys
1040,"Athletics,1 mile, Boys","1 mile, Boys",Athletics,1,False,Summer,False,Boys
1041,"Athletics,2 miles, Boys","2 miles, Boys",Athletics,1,False,Summer,False,Boys
1042,"Athletics,5 miles, Boys","5 miles, Boys",Athletics,1,False,Summer,False,Boys
1043,"Athletics,120 yards Hurdles, Boys","120 yards Hurdles, Boys",Athletics,1,False,Summer,False,Boys
1044,"Athletics,220 yards Hurdles, Boys","220 yards Hurdles, Boys",Athletics,1,False,Summer,False,Boys
1045,"Athletics,4 × 440 yards Relay, Boys","4 × 440 yards Relay, Boys",Athletics,1,False,Summer,True,Boys
1046,"Athletics,High Jump, Boys","High Jump, Boys",Athletics,1,False,Summer,False,Boys
1047,"Athletics,Pole Vault, Boys","Pole Vault, Boys",Athletics,1,False,Summer,False,Boys
1048,"Athletics,Long Jump, Boys","Long Jump, Boys",Athletics,1,False,Summer,False,Boys
1049,"Athletics,Shot Put, Boys","Shot Put, Boys",Athletics,1,False,Summer,False,Boys
1050,"Athletics,Discus Throw, Boys","Discus Throw, Boys",Athletics,1,False,Summer,False,Boys
1051,"Athletics,Hammer Throw, Boys","Hammer Throw, Boys",Athletics,1,False,Summer,False,Boys
1052,"Athletics,56-pound Weight Throw, Boys","56-pound Weight Throw, Boys",Athletics,1,False,Summer,False,Boys
1053,"Athletics,100 yards, Men","100 yards, Men",Athletics,1,False,Summer,False,Men
1054,"Athletics,220 yards, Men","220 yards, Men",Athletics,1,False,Summer,False,Men
1055,"Athletics,440 yards, Men","440 yards, Men",Athletics,1,False,Summer,False,Men
1056,"Athletics,880 yards, Men","880 yards, Men",Athletics,1,False,Summer,False,Men
1057,"Athletics,2 miles, Men","2 miles, Men",Athletics,1,False,Summer,False,Men
1058,"Athletics,220 yards Hurdles, Men","220 yards Hurdles, Men",Athletics,1,False,Summer,False,Men
1059,"Athletics,4 miles, Team, Men","4 miles, Team, Men",Athletics,1,False,Summer,True,Men
1060,"Athletics,Baseball Throw, Men","Baseball Throw, Men",Athletics,1,False,Summer,False,Men
1061,"Athletics,Ball Throw for Accuracy, Men","Ball Throw for Accuracy, Men",Athletics,1,False,Summer,False,Men
1062,"Athletics,60 yards, Handicap, Men","60 yards, Handicap, Men",Athletics,1,False,Summer,False,Men
1063,"Athletics,2 miles, Handicap, Men","2 miles, Handicap, Men",Athletics,1,False,Summer,False,Men
